2017-03-02 10:10:01	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-02 10:10:01	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-02 10:10:11	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-02 10:19:33	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-02 10:19:33	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-02 10:19:43	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:49:26	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-03 14:49:26	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-03 14:51:31	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-03 14:51:31	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-03 14:51:41	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:54:01	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-03 14:54:01	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-03 14:54:11	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:56:41	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-03 14:56:41	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-03 14:56:51	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:56:51	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:56:51	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:57:01	150	11	true	*	Y:\TEMP\TMP\monsvc803362101\7795.pdf	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 14:57:01	150	11	true	*	Y:\TEMP\TMP\monsvc803362101\PR.doc	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 15:06:12	99	10	true	0z*.*	Y:\tmp\0zabcd.001	gtg@ymkbank.ru
2017-03-03 15:06:12	99	10	true	*.00a	Y:\tmp\sa12345.00a	gtg@ymkbank.ru
2017-03-03 15:06:22	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
2017-03-03 15:06:22	100	10	true	*.txt	Y:\tmp1\test.txt	gtg@ymkbank.ru,smev@ymkbank.ru
